KOR04,44
KOR05,42
KOR06,35
KOR07,41
KOR08,34
KSV01,11
KSV02,15
KSV03,6
KSV04,2
KSV05,1
KSV06,1
KSV07,4
KSV08,2
LKA01,36
LKA02,29
LKA03,18
LKA04,16
LKA05,19
LKA06,15
LUX01,11
LUX02,6
LUX04,4
LUX05,4
LVA01,21
LVA02,12
LVA03,27
LVA04,21
LVA05,8
LVA06,1
LVA07,3
LVA08,26
MAC01,23
MAC02,10
MAC03,18
MAC04,13
MAC05,18
MAC06,3
MAC07,12
MAC08,16
1-Mar,11
2-Mar,29
3-Mar,10
4-Mar,21
5-Mar,15
6-Mar,25
7-Mar,22
8-Mar,13
MAS01,37
MAS02,4
MAS03,2
MAS04,29
MAS05,11
MAS06,29
MAS07,34
MAS08,33
MDG01,0
MDG02,0
MDG03,0
MDG06,0
MEX01,42
MEX02,32
MEX03,24
MEX04,23
MEX05,34
MEX06,23
MEX07,21
MEX08,31
MKD01,28
MKD02,21
MKD03,11
MKD04,14
MKD05,6
MKD06,11
MKD07,15
MKD08,23
MNE01,30
MNE02,12
MNE03,1
MNE04,1
MNE05,10
MNE06,1
MNE07,0
MNG01,43
MNG02,48
MNG03,24
MNG04,27
MNG05,19
MNG06,16
MNG07,42
MNG08,27
NGA01,19
NGA02,14
NGA03,7
NGA04,16
NGA05,2
NGA06,1
NGA07,1
NIC01,13
NIC02,13
NIC03,0
NIC04,3
NIC05,3
NIC06,3
NLD01,41
NLD02,38
NLD03,48
NLD04,28
NLD05,24
NLD06,33
NZL01,28
NZL02,7
NZL03,26
NZL04,21
NZL05,16
NZL06,29
PAN01,32
PAN02,16
PAN03,11
PAN04,11
PAN05,2
PAN06,4
PAN07,4
PAN08,1
PAR01,20
PAR02,3
PAR03,15
PAR04,5
PAR05,12
PAR06,7
PAR07,2
PAR08,3
PER01,26
PER02,28
PER03,42
PER04,35
PER05,31
PER06,26
PER07,38
PER08,22
PHI01,21
PHI02,23
PHI03,33
PHI04,34
PHI05,34
POL01,33
POL02,25
POL03,27
POL04,37
POL05,36
POL06,41
POL07,37
POL08,41
POR01,19
POR02,17
POR03,10
POR04,9
POR05,41
POR06,19
ROU01,41
ROU02,42
ROU03,42
ROU04,42
ROU05,28
ROU06,34
ROU07,32
ROU08,35
RUS01,46
RUS02,44
RUS03,43
RUS04,47
RUS05,49
RUS06,47
RUS07,48
RUS08,50
SAF01,33
SAF02,15
SAF03,17
SAF04,21
SAF05,14
SAF06,9
SAF07,8
SAF08,21
SAU01,19
SAU02,40
SAU03,28
SAU04,23
SAU05,17
SAU06,25
SAU07,22
SAU08,2
SGP01,33
SGP02,49
SGP03,35
SGP04,44
SGP05,33
SGP06,42
SGP07,39
SGP08,25
SLV01,18
SLV02,9
SLV03,9
SLV04,18
SLV05,10
SLV06,1
SUI01,40
SUI02,24
SUI03,29
SUI04,23
SUI05,15
SUI06,35
SUI07,19
SUI08,24
SVK01,37
SVK02,4
SVK03,22
SVK04,21
SVK05,24
SVK06,12
SVK07,31
SVK08,13
SVN01,29
SVN02,20
SVN03,40
SVN04,35
SVN05,21
SVN06,15
SVN07,16
SVN08,14
SWE01,28
SWE02,21
SWE03,33
SWE04,16
SWE05,33
SWE06,33
SWE07,7
SWE08,11
SYR01,23
SYR02,13
SYR03,20
SYR04,3
SYR05,3
SYR06,1
SYR07,1
SYR08,1
THA01,42
THA02,25
THA03,35
THA04,33
THA05,49
THA06,42
THA07,26
THA08,40
TJK01,27
TJK02,20
TJK03,26
TJK04,15
TJK05,16
TJK06,0
TJK07,3
TJK08,8
TUR01,35
TUR02,40
TUR03,29
TUR04,19
TUR05,37
TUR06,8
TUR07,41
TUR08,40
UKR01,34
UKR02,9
UKR03,33
UKR04,18
UKR05,40
UKR06,28
UKR07,49
UKR08,49
UNK01,34
UNK02,33
UNK03,37
UNK04,38
UNK05,39
UNK06,25
UNK07,38
UNK08,35
USA01,41
USA02,42
USA03,42
USA04,49
USA05,46
USA06,43
USA07,51
USA08,37
UZB01,16
UZB02,10
UZB03,32
UZB04,1
UZB05,12
UZB06,5
UZB07,5
UZB08,2
VEN01,19
VEN02,4
VEN03,10
VEN04,14
VEN05,1
VEN06,2
VNM01,36
VNM02,36
VNM03,32
VNM04,47
VNM05,35
VNM06,40
